Date,Open,High,Low,Close,Adj Close,Volume
2023-08-02,5650.000000,5725.000000,5650.000000,5700.000000,5410.140625,90611300
2023-08-03,5675.000000,5750.000000,5650.000000,5700.000000,5410.140625,82775000
2023-08-04,5700.000000,5725.000000,5575.000000,5575.000000,5291.497070,150738500
2023-08-07,5600.000000,5725.000000,5575.000000,5700.000000,5410.140625,88104900
2023-08-08,5700.000000,5750.000000,5600.000000,5625.000000,5338.954590,89189600
2023-08-09,5650.000000,5725.000000,5625.000000,5700.000000,5410.140625,91930000
2023-08-10,5675.000000,5725.000000,5675.000000,5700.000000,5410.140625,85474200
2023-08-11,5675.000000,5700.000000,5650.000000,5650.000000,5362.683105,74321000
2023-08-14,5650.000000,5675.000000,5575.000000,5650.000000,5362.683105,127358400
2023-08-15,5650.000000,5675.000000,5575.000000,5575.000000,5291.497070,89597300
2023-08-16,5550.000000,5575.000000,5450.000000,5525.000000,5244.040039,188191900
2023-08-18,5500.000000,5600.000000,5500.000000,5575.000000,5291.497070,121561200
2023-08-21,5550.000000,5575.000000,5500.000000,5500.000000,5220.311035,91640000
2023-08-22,5500.000000,5625.000000,5500.000000,5575.000000,5291.497070,101221500
2023-08-23,5600.000000,5625.000000,5575.000000,5600.000000,5315.226074,78686900
2023-08-24,5625.000000,5625.000000,5550.000000,5550.000000,5267.768555,74407500
2023-08-25,5550.000000,5600.000000,5525.000000,5600.000000,5315.226074,65096500
2023-08-28,5600.000000,5625.000000,5550.000000,5550.000000,5267.768555,37126600
2023-08-29,5525.000000,5600.000000,5525.000000,5600.000000,5315.226074,57547200
2023-08-30,5600.000000,5600.000000,5500.000000,5525.000000,5244.040039,171282700
2023-08-31,5525.000000,5550.000000,5475.000000,5550.000000,5267.768555,175088200
2023-09-01,5600.000000,5600.000000,5525.000000,5575.000000,5291.497070,87366100
2023-09-04,5600.000000,5625.000000,5575.000000,5625.000000,5338.954590,43898200
2023-09-05,5625.000000,5650.000000,5600.000000,5625.000000,5338.954590,72464300
2023-09-06,5625.000000,5650.000000,5575.000000,5575.000000,5291.497070,106367800
2023-09-07,5525.000000,5550.000000,5450.000000,5450.000000,5172.854004,157998600
2023-09-08,5425.000000,5450.000000,5300.000000,5350.000000,5077.938965,243324500
2023-09-11,5350.000000,5425.000000,5300.000000,5425.000000,5149.125000,80474100
2023-09-12,5450.000000,5475.000000,5375.000000,5375.000000,5101.667969,121654400
2023-09-13,5350.000000,5425.000000,5350.000000,5400.000000,5125.396484,59408000
2023-09-14,5325.000000,5425.000000,5325.000000,5425.000000,5149.125000,76831700
2023-09-15,5400.000000,5450.000000,5375.000000,5375.000000,5101.667969,141455400
2023-09-18,5350.000000,5400.000000,5300.000000,5325.000000,5054.210449,61329000
2023-09-19,5325.000000,5375.000000,5300.000000,5375.000000,5101.667969,50612700
2023-09-20,5350.000000,5450.000000,5350.000000,5375.000000,5101.667969,98710100
2023-09-21,5425.000000,5425.000000,5350.000000,5350.000000,5077.938965,68584900
2023-09-22,5350.000000,5425.000000,5350.000000,5350.000000,5077.938965,83184100
2023-09-25,5325.000000,5350.000000,5200.000000,5300.000000,5030.481934,120196700
2023-09-26,5250.000000,5275.000000,5200.000000,5200.000000,4935.566895,180280600
2023-09-27,5175.000000,5300.000000,5175.000000,5225.000000,4959.295410,119774700
2023-09-29,5300.000000,5325.000000,5225.000000,5225.000000,4959.295410,140331100
2023-10-02,5250.000000,5300.000000,5250.000000,5250.000000,4983.024414,81674600
2023-10-03,5250.000000,5300.000000,5250.000000,5275.000000,5006.752930,54462700
2023-10-04,5250.000000,5275.000000,5200.000000,5250.000000,4983.024414,121445000
2023-10-05,5250.000000,5275.000000,5175.000000,5175.000000,4911.838379,116814800
2023-10-06,5200.000000,5250.000000,5175.000000,5175.000000,4911.838379,70202300
2023-10-09,5200.000000,5225.000000,5125.000000,5125.000000,4864.380859,144477000
2023-10-10,5125.000000,5250.000000,5125.000000,5175.000000,4911.838379,98457000
2023-10-11,5150.000000,5275.000000,5150.000000,5250.000000,4983.024414,100394800
2023-10-12,5300.000000,5375.000000,5275.000000,5300.000000,5030.481934,174022400
2023-10-13,5275.000000,5325.000000,5250.000000,5275.000000,5006.752930,84648800
2023-10-16,5325.000000,5325.000000,5250.000000,5250.000000,4983.024414,45782300
2023-10-17,5250.000000,5275.000000,5150.000000,5150.000000,4888.109375,127287200
2023-10-18,5125.000000,5225.000000,5125.000000,5150.000000,4888.109375,77217600
2023-10-19,5100.000000,5150.000000,5000.000000,5000.000000,4745.737305,195831400
2023-10-20,4980.000000,5100.000000,4960.000000,5050.000000,4793.194824,173353600
2023-10-23,5000.000000,5075.000000,4990.000000,5000.000000,4745.737305,82756100
2023-10-24,5000.000000,5100.000000,4950.000000,5100.000000,4840.652344,104021500
2023-10-25,5100.000000,5200.000000,5100.000000,5175.000000,4911.838379,142215000
2023-10-26,5175.000000,5175.000000,4920.000000,4920.000000,4669.805664,330618800
2023-10-27,4950.000000,5050.000000,4940.000000,5000.000000,4745.737305,129599800
2023-10-30,4980.000000,5025.000000,4970.000000,5000.000000,4745.737305,108523700
2023-10-31,4980.000000,5000.000000,4960.000000,4960.000000,4707.771484,106760300
2023-11-01,4920.000000,4960.000000,4830.000000,4830.000000,4584.382324,191567200
2023-11-02,4940.000000,5075.000000,4910.000000,5000.000000,4745.737305,208075400
2023-11-03,5025.000000,5175.000000,5025.000000,5100.000000,4840.652344,125504000
2023-11-06,5100.000000,5200.000000,5100.000000,5200.000000,4935.566895,122333800
2023-11-07,5225.000000,5275.000000,5175.000000,5250.000000,4983.024414,137039400
2023-11-08,5200.000000,5250.000000,5175.000000,5225.000000,4959.295410,86713700
2023-11-09,5225.000000,5275.000000,5200.000000,5200.000000,4935.566895,66236400
2023-11-10,5150.000000,5150.000000,5050.000000,5075.000000,4816.923340,113811900
2023-11-13,5075.000000,5125.000000,5025.000000,5025.000000,4769.466309,63126900
2023-11-14,5075.000000,5125.000000,5050.000000,5075.000000,4816.923340,85419500
2023-11-15,5200.000000,5300.000000,5175.000000,5250.000000,4983.024414,193790400
2023-11-16,5275.000000,5275.000000,5175.000000,5250.000000,4983.024414,99488800
2023-11-17,5175.000000,5250.000000,5175.000000,5225.000000,4959.295410,70727500
2023-11-20,5175.000000,5275.000000,5175.000000,5250.000000,4983.024414,54123600
2023-11-21,5225.000000,5250.000000,5175.000000,5200.000000,4935.566895,104110500
2023-11-22,5175.000000,5300.000000,5175.000000,5275.000000,5006.752930,103585500
2023-11-23,5325.000000,5400.000000,5300.000000,5350.000000,5077.938965,174572400
2023-11-24,5400.000000,5450.000000,5375.000000,5400.000000,5125.396484,92571400
2023-11-27,5425.000000,5450.000000,5350.000000,5350.000000,5077.938965,76019100
2023-11-28,5325.000000,5425.000000,5325.000000,5350.000000,5077.938965,147993400
2023-11-29,5350.000000,5375.000000,5300.000000,5300.000000,5030.481934,106197800
2023-11-30,5375.000000,5375.000000,5275.000000,5275.000000,5006.752930,224426400
2023-12-01,5275.000000,5375.000000,5275.000000,5350.000000,5077.938965,99499500
2023-12-04,5450.000000,5575.000000,5450.000000,5500.000000,5220.311035,235595700
2023-12-05,5425.000000,5500.000000,5425.000000,5450.000000,5172.854004,114689900
2023-12-06,5425.000000,5450.000000,5400.000000,5425.000000,5149.125000,119716700
2023-12-07,5400.000000,5475.000000,5400.000000,5475.000000,5196.582520,102126600
2023-12-08,5425.000000,5450.000000,5375.000000,5375.000000,5101.667969,130542600
2023-12-11,5325.000000,5375.000000,5300.000000,5300.000000,5030.481934,124468600
2023-12-12,5375.000000,5400.000000,5325.000000,5325.000000,5054.210449,134501600
2023-12-13,5300.000000,5350.000000,5275.000000,5300.000000,5030.481934,98881600
2023-12-14,5450.000000,5550.000000,5425.000000,5550.000000,5267.768555,239261700
2023-12-15,5575.000000,5600.000000,5550.000000,5550.000000,5267.768555,252448800
2023-12-18,5575.000000,5575.000000,5500.000000,5500.000000,5220.311035,102780900
2023-12-19,5450.000000,5550.000000,5450.000000,5550.000000,5267.768555,135207300
2023-12-20,5700.000000,5700.000000,5550.000000,5550.000000,5267.768555,138470900
2023-12-21,5550.000000,5600.000000,5525.000000,5575.000000,5291.497070,99049600
2023-12-22,5650.000000,5700.000000,5600.000000,5675.000000,5386.412109,109411300
2023-12-27,5700.000000,5725.000000,5625.000000,5625.000000,5338.954590,122236700
2023-12-28,5700.000000,5750.000000,5675.000000,5725.000000,5433.869141,121434600
2023-12-29,5750.000000,5750.000000,5675.000000,5725.000000,5433.869141,93126000
2024-01-02,5650.000000,5675.000000,5625.000000,5675.000000,5466.621094,91143100
2024-01-03,5625.000000,5650.000000,5600.000000,5600.000000,5394.375000,83659700
2024-01-04,5600.000000,5700.000000,5575.000000,5700.000000,5490.703125,92683500
2024-01-05,5725.000000,5850.000000,5700.000000,5750.000000,5538.867188,134929600
2024-01-08,5750.000000,5800.000000,5625.000000,5625.000000,5418.457031,152015000
2024-01-09,5625.000000,5700.000000,5625.000000,5700.000000,5490.703125,105666200
2024-01-10,5625.000000,5700.000000,5625.000000,5700.000000,5490.703125,82626400
2024-01-11,5750.000000,5800.000000,5700.000000,5750.000000,5538.867188,116804400
2024-01-12,5800.000000,5850.000000,5775.000000,5850.000000,5635.195313,109715700
2024-01-15,5850.000000,5900.000000,5775.000000,5825.000000,5611.113281,115126700
2024-01-16,5825.000000,5875.000000,5775.000000,5825.000000,5611.113281,97074300
2024-01-17,5825.000000,5825.000000,5750.000000,5775.000000,5562.949219,107941600
2024-01-18,5800.000000,5800.000000,5700.000000,5750.000000,5538.867188,87259100
2024-01-19,5750.000000,5800.000000,5700.000000,5800.000000,5587.031250,75370700
2024-01-22,5775.000000,5800.000000,5700.000000,5775.000000,5562.949219,97545600
2024-01-23,5700.000000,5750.000000,5650.000000,5700.000000,5490.703125,122999700
2024-01-24,5675.000000,5700.000000,5575.000000,5650.000000,5442.539063,104225000
2024-01-25,5575.000000,5650.000000,5525.000000,5525.000000,5322.128906,120478800
2024-01-26,5450.000000,5475.000000,5400.000000,5425.000000,5225.800781,185244400
2024-01-29,5400.000000,5575.000000,5400.000000,5575.000000,5370.292969,145629600
2024-01-30,5525.000000,5650.000000,5475.000000,5625.000000,5418.457031,150513700
2024-01-31,5725.000000,5775.000000,5675.000000,5700.000000,5490.703125,245117200
2024-02-01,5775.000000,5800.000000,5725.000000,5750.000000,5538.867188,156633900
2024-02-02,5800.000000,5850.000000,5750.000000,5850.000000,5635.195313,177209700
2024-02-05,5800.000000,5825.000000,5750.000000,5775.000000,5562.949219,113760000
2024-02-06,5900.000000,5900.000000,5800.000000,5825.000000,5611.113281,126704300
2024-02-07,5850.000000,5900.000000,5825.000000,5850.000000,5635.195313,147005300
2024-02-12,5875.000000,6025.000000,5850.000000,6025.000000,5803.769531,171514600
2024-02-13,6050.000000,6050.000000,5950.000000,6000.000000,5779.687500,145852200
2024-02-15,6275.000000,6275.000000,6100.000000,6125.000000,5900.097656,308685100
2024-02-16,6150.000000,6200.000000,6125.000000,6150.000000,5924.179688,130814400
2024-02-19,6125.000000,6175.000000,6075.000000,6100.000000,5876.015625,111382900
2024-02-20,6175.000000,6300.000000,6175.000000,6300.000000,6068.671875,160872600
2024-02-21,6325.000000,6375.000000,6225.000000,6300.000000,6068.671875,168423000
2024-02-22,6250.000000,6300.000000,6225.000000,6250.000000,6020.507813,100256000
2024-02-23,6125.000000,6175.000000,6050.000000,6125.000000,5900.097656,148643000
2024-02-26,6100.000000,6200.000000,6075.000000,6175.000000,5948.261719,98920800
2024-02-27,6125.000000,6200.000000,6125.000000,6125.000000,5900.097656,99187500
2024-02-28,6100.000000,6225.000000,6100.000000,6225.000000,5996.425781,97236700
2024-02-29,6150.000000,6200.000000,6125.000000,6125.000000,5900.097656,173774600
2024-03-01,6175.000000,6175.000000,6075.000000,6125.000000,5900.097656,76286400
2024-03-04,6125.000000,6125.000000,6050.000000,6050.000000,5827.851563,70354900
2024-03-05,6100.000000,6175.000000,6075.000000,6125.000000,5900.097656,115084600
2024-03-06,6100.000000,6200.000000,6100.000000,6200.000000,5972.343750,84108800
2024-03-07,6200.000000,6275.000000,6200.000000,6225.000000,5996.425781,117724700
2024-03-08,6275.000000,6400.000000,6250.000000,6350.000000,6116.835938,163060000
2024-03-13,6350.000000,6450.000000,6350.000000,6400.000000,6165.000000,195173100
2024-03-14,6175.000000,6200.000000,6050.000000,6150.000000,6150.000000,271254000
2024-03-15,6000.000000,6075.000000,5950.000000,5975.000000,5975.000000,305995800
2024-03-18,6000.000000,6100.000000,5975.000000,6000.000000,6000.000000,110564700
2024-03-19,6000.000000,6050.000000,5975.000000,6000.000000,6000.000000,114338600
2024-03-20,6000.000000,6100.000000,6000.000000,6100.000000,6100.000000,120885400
2024-03-21,6175.000000,6200.000000,6100.000000,6100.000000,6100.000000,136020000
2024-03-22,6050.000000,6125.000000,6050.000000,6125.000000,6125.000000,46529200
2024-03-25,6250.000000,6250.000000,6125.000000,6250.000000,6250.000000,115729600
2024-03-26,6300.000000,6300.000000,6200.000000,6300.000000,6300.000000,120748400
2024-03-27,6300.000000,6325.000000,6225.000000,6250.000000,6250.000000,73308900
2024-03-28,6100.000000,6200.000000,6025.000000,6050.000000,6050.000000,288926900
2024-04-01,6000.000000,6025.000000,5825.000000,5925.000000,5925.000000,217207800
2024-04-02,5850.000000,5950.000000,5625.000000,5675.000000,5675.000000,412180900
2024-04-03,5575.000000,5675.000000,5525.000000,5625.000000,5625.000000,333518700
2024-04-04,5650.000000,5750.000000,5650.000000,5700.000000,5700.000000,131936100
2024-04-05,5625.000000,5700.000000,5625.000000,5650.000000,5650.000000,178817800
2024-04-16,5375.000000,5575.000000,5350.000000,5350.000000,5350.000000,600717500
2024-04-17,5475.000000,5500.000000,5300.000000,5300.000000,5300.000000,244002000
2024-04-18,5300.000000,5500.000000,5300.000000,5475.000000,5475.000000,247410700
2024-04-19,5350.000000,5375.000000,5250.000000,5275.000000,5275.000000,258211500
2024-04-22,5200.000000,5325.000000,5150.000000,5300.000000,5300.000000,342282800
2024-04-23,5350.000000,5400.000000,5225.000000,5300.000000,5300.000000,281403100
2024-04-24,5250.000000,5350.000000,5150.000000,5225.000000,5225.000000,471241400
2024-04-25,5125.000000,5200.000000,5050.000000,5150.000000,5150.000000,479170900
2024-04-26,5050.000000,5100.000000,4830.000000,4830.000000,4830.000000,782589900
2024-04-29,4700.000000,4890.000000,4680.000000,4770.000000,4770.000000,700644800
2024-04-30,4850.000000,5050.000000,4820.000000,4940.000000,4940.000000,565609200
2024-05-02,4910.000000,4920.000000,4700.000000,4760.000000,4760.000000,636922100
2024-05-03,4760.000000,4830.000000,4710.000000,4750.000000,4750.000000,321697200
2024-05-06,4800.000000,4840.000000,4730.000000,4790.000000,4790.000000,262707400
2024-05-07,4770.000000,4780.000000,4670.000000,4670.000000,4670.000000,304013600
2024-05-08,4650.000000,4740.000000,4570.000000,4680.000000,4680.000000,572275800
2024-05-13,4650.000000,4700.000000,4630.000000,4680.000000,4680.000000,320067100
2024-05-14,4720.000000,4810.000000,4700.000000,4730.000000,4730.000000,341458900
2024-05-15,4780.000000,4870.000000,4760.000000,4820.000000,4820.000000,298990300
2024-05-16,4930.000000,4960.000000,4840.000000,4840.000000,4840.000000,371295000
2024-05-17,4840.000000,4960.000000,4820.000000,4920.000000,4920.000000,208991800
2024-05-20,4990.000000,5050.000000,4820.000000,4820.000000,4820.000000,335150700
2024-05-21,4810.000000,4870.000000,4680.000000,4680.000000,4680.000000,271568800
2024-05-22,4650.000000,4770.000000,4650.000000,4720.000000,4720.000000,215066000
2024-05-27,4700.000000,4720.000000,4550.000000,4550.000000,4550.000000,363719300
2024-05-28,4580.000000,4630.000000,4520.000000,4530.000000,4530.000000,258070200
2024-05-29,4480.000000,4500.000000,4400.000000,4410.000000,4410.000000,465008500
2024-05-30,4400.000000,4480.000000,4310.000000,4380.000000,4380.000000,502927800
